packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload
68,2026-07-27T13:57:30.869,3.091937,0.687000,0.5900,0.8200,-0.0200,0.6100,-0.3700,5.6200,1.010396,5.665104,"0.59,0.82,-0.02,0.61,-0.37,5.62"
69,2026-07-27T13:57:30.870,3.092974,1.036700,0.5800,0.8300,-0.0300,-0.5500,0.0000,6.8400,1.013015,6.862077,"0.58,0.83,-0.03,-0.55,0.00,6.84"
70,2026-07-27T13:57:31.166,3.388390,295.416000,0.5700,0.8300,-0.0400,-0.5500,1.3400,6.7700,1.007671,6.923222,"0.57,0.83,-0.04,-0.55,1.34,6.77"
71,2026-07-27T13:57:31.166,3.388519,0.129000,0.5700,0.8300,-0.0400,1.1000,2.5600,6.2900,1.007671,6.879513,"0.57,0.83,-0.04,1.10,2.56,6.29"
72,2026-07-27T13:57:31.166,3.389174,0.654700,0.5600,0.8300,-0.0500,2.2600,2.8100,5.5500,1.002497,6.618625,"0.56,0.83,-0.05,2.26,2.81,5.55"
73,2026-07-27T13:57:31.167,3.390118,0.944600,0.5600,0.8300,-0.0500,2.2600,2.0800,4.2100,1.002497,5.211343,"0.56,0.83,-0.05,2.26,2.08,4.21"
74,2026-07-27T13:57:31.168,3.390571,0.452900,0.5600,0.8300,-0.0400,2.2000,1.4000,2.5000,1.002048,3.612478,"0.56,0.83,-0.04,2.20,1.40,2.50"
75,2026-07-27T13:57:31.168,3.391099,0.528100,0.5600,0.8300,-0.0400,2.5000,1.0400,0.6700,1.002048,2.789355,"0.56,0.83,-0.04,2.50,1.04,0.67"
76,2026-07-27T13:57:31.169,3.392084,0.984600,0.5700,0.8300,-0.0400,2.3800,0.5500,-1.1600,1.007671,2.704163,"0.57,0.83,-0.04,2.38,0.55,-1.16"
77,2026-07-27T13:57:31.473,3.696027,303.942700,0.5800,0.8300,-0.0300,1.2200,-0.1200,-3.1700,1.013015,3.398779,"0.58,0.83,-0.03,1.22,-0.12,-3.17"
78,2026-07-27T13:57:31.473,3.696247,0.220600,0.5800,0.8300,-0.0300,0.1200,-0.3700,-4.7600,1.013015,4.775866,"0.58,0.83,-0.03,0.12,-0.37,-4.76"
79,2026-07-27T13:57:31.473,3.696327,0.079500,0.5800,0.8400,-0.0200,-0.1800,-0.3100,-5.4900,1.020980,5.501691,"0.58,0.84,-0.02,-0.18,-0.31,-5.49"
80,2026-07-27T13:57:31.474,3.696398,0.071200,0.5700,0.8500,-0.0100,-1.7700,0.3700,-6.3500,1.023474,6.602447,"0.57,0.85,-0.01,-1.77,0.37,-6.35"
81,2026-07-27T13:57:31.477,3.699439,3.041200,0.5400,0.8700,-0.0000,-5.2500,0.9800,-9.4600,1.023963,10.863448,"0.54,0.87,-0.00,-5.25,0.98,-9.46"
82,2026-07-27T13:57:31.477,3.699633,0.193400,0.5100,0.8800,0.0100,-5.8600,2.5000,-13.3700,1.017153,14.810351,"0.51,0.88,0.01,-5.86,2.50,-13.37"
83,2026-07-27T13:57:31.477,3.699762,0.129800,0.5100,0.8600,0.0100,-4.6400,3.0500,-16.4800,0.999900,17.390299,"0.51,0.86,0.01,-4.64,3.05,-16.48"
84,2026-07-27T13:57:31.477,3.699877,0.115100,0.5000,0.8600,0.0100,-9.5800,-0.8500,-20.0800,0.994837,22.264440,"0.50,0.86,0.01,-9.58,-0.85,-20.08"
85,2026-07-27T13:57:31.528,3.751051,51.173900,0.4600,0.9000,0.0200,-20.6900,-5.3700,-24.4800,1.010940,32.498975,"0.46,0.90,0.02,-20.69,-5.37,-24.48"
86,2026-07-27T13:57:31.618,3.840617,89.566100,0.3300,1.0400,0.0300,-28.3200,-2.2600,-31.2500,1.091513,42.233784,"0.33,1.04,0.03,-28.32,-2.26,-31.25"
87,2026-07-27T13:57:31.618,3.840783,0.166000,0.1800,1.2100,0.0600,-14.3400,29.5400,-41.2600,1.224786,52.731725,"0.18,1.21,0.06,-14.34,29.54,-41.26"
88,2026-07-27T13:57:32.008,4.230580,389.796100,0.1200,1.2900,0.0400,14.2200,68.5400,-54.6900,1.296187,88.830941,"0.12,1.29,0.04,14.22,68.54,-54.69"
89,2026-07-27T13:57:32.008,4.230772,0.192400,0.1700,1.2400,-0.0100,6.1600,43.8800,-78.4900,1.251639,90.133679,"0.17,1.24,-0.01,6.16,43.88,-78.49"
